time_id,shop_week,date_from,date_to,shop_date,shop_hour
96,200607,20060410,20060416,20060411,9
97,200607,20060410,20060416,20060410,17
98,200608,20060417,20060423,20060422,14
99,200608,20060417,20060423,20060419,11
100,200608,20060417,20060423,20060423,11
101,200608,20060417,20060423,20060423,21
102,200608,20060417,20060423,20060419,14
103,200608,20060417,20060423,20060417,15
104,200608,20060417,20060423,20060418,15
105,200608,20060417,20060423,20060421,21
106,200608,20060417,20060423,20060421,11
107,200608,20060417,20060423,20060420,13
108,200608,20060417,20060423,20060420,9
109,200608,20060417,20060423,20060417,21
110,200608,20060417,20060423,20060421,16
111,200608,20060417,20060423,20060420,14
112,200608,20060417,20060423,20060422,12
113,200608,20060417,20060423,20060419,17
114,200608,20060417,20060423,20060420,19
115,200608,20060417,20060423,20060417,8
116,200608,20060417,20060423,20060423,14
117,200608,20060417,20060423,20060422,13
118,200608,20060417,20060423,20060419,15
119,200608,20060417,20060423,20060421,19
120,200608,20060417,20060423,20060423,20
121,200608,20060417,20060423,20060418,9
122,200608,20060417,20060423,20060418,11
123,200608,20060417,20060423,20060418,21
124,200608,20060417,20060423,20060417,10
125,200608,20060417,20060423,20060418,14
126,200608,20060417,20060423,20060421,20
127,200608,20060417,20060423,20060421,13
128,200608,20060417,20060423,20060422,15
129,200608,20060417,20060423,20060423,18
130,200608,20060417,20060423,20060418,10
131,200608,20060417,20060423,20060423,8
132,200608,20060417,20060423,20060419,13
133,200608,20060417,20060423,20060417,12
134,200608,20060417,20060423,20060419,8
135,200608,20060417,20060423,20060423,19
136,200608,20060417,20060423,20060422,20
137,200608,20060417,20060423,20060419,9
138,200608,20060417,20060423,20060417,18
139,200608,20060417,20060423,20060421,14
140,200608,20060417,20060423,20060418,16
141,200608,20060417,20060423,20060422,19
142,200608,20060417,20060423,20060418,20
143,200608,20060417,20060423,20060422,21
144,200608,20060417,20060423,20060420,8
145,200608,20060417,20060423,20060423,15
146,200608,20060417,20060423,20060423,12
147,200608,20060417,20060423,20060417,19
148,200608,20060417,20060423,20060421,8
149,200608,20060417,20060423,20060420,11
150,200608,20060417,20060423,20060421,12
151,200608,20060417,20060423,20060418,13
152,200608,20060417,20060423,20060419,10
153,200608,20060417,20060423,20060422,8
154,200608,20060417,20060423,20060423,16
155,200608,20060417,20060423,20060420,20
156,200608,20060417,20060423,20060420,17
157,200608,20060417,20060423,20060418,12
158,200608,20060417,20060423,20060419,12
159,200608,20060417,20060423,20060420,12
160,200608,20060417,20060423,20060417,14
161,200608,20060417,20060423,20060418,19
162,200608,20060417,20060423,20060422,18
163,200608,20060417,20060423,20060419,16
164,200608,20060417,20060423,20060417,13
165,200608,20060417,20060423,20060420,21
166,200608,20060417,20060423,20060421,15
167,200608,20060417,20060423,20060418,18
168,200608,20060417,20060423,20060420,18
169,200608,20060417,20060423,20060423,9
170,200608,20060417,20060423,20060423,13
171,200608,20060417,20060423,20060420,16
172,200608,20060417,20060423,20060422,11
173,200608,20060417,20060423,20060420,15
174,200608,20060417,20060423,20060418,17
175,200608,20060417,20060423,20060421,9
176,200608,20060417,20060423,20060423,17
177,200608,20060417,20060423,20060422,10
178,200608,20060417,20060423,20060417,16
179,200608,20060417,20060423,20060420,10
180,200608,20060417,20060423,20060421,17
181,200608,20060417,20060423,20060422,17
182,200608,20060417,20060423,20060422,16
183,200608,20060417,20060423,20060422,9
184,200608,20060417,20060423,20060417,11
185,200608,20060417,20060423,20060423,10
186,200608,20060417,20060423,20060421,18
187,200608,20060417,20060423,20060418,8
188,200608,20060417,20060423,20060419,21
189,200608,20060417,20060423,20060419,19
190,200608,20060417,20060423,20060417,17
191,200608,20060417,20060423,20060419,18
192,200608,20060417,20060423,20060417,9
193,200608,20060417,20060423,20060419,20
194,200608,20060417,20060423,20060417,20
195,200608,20060417,20060423,20060421,10
196,200609,20060424,20060430,20060428,8
197,200609,20060424,20060430,20060429,14
198,200609,20060424,20060430,20060427,21
199,200609,20060424,20060430,20060424,11
200,200609,20060424,20060430,20060430,14
201,200609,20060424,20060430,20060424,16
202,200609,20060424,20060430,20060428,10
203,200609,20060424,20060430,20060430,10
204,200609,20060424,20060430,20060424,17
205,200609,20060424,20060430,20060426,21
206,200609,20060424,20060430,20060429,15
207,200609,20060424,20060430,20060427,14
208,200609,20060424,20060430,20060430,15
209,200609,20060424,20060430,20060429,16
210,200609,20060424,20060430,20060424,12
211,200609,20060424,20060430,20060425,12
212,200609,20060424,20060430,20060426,13
213,200609,20060424,20060430,20060427,16
214,200609,20060424,20060430,20060428,14
215,200609,20060424,20060430,20060428,9
216,200609,20060424,20060430,20060428,12
217,200609,20060424,20060430,20060424,8
218,200609,20060424,20060430,20060427,11
219,200609,20060424,20060430,20060424,15
220,200609,20060424,20060430,20060425,15
221,200609,20060424,20060430,20060430,8
222,200609,20060424,20060430,20060430,18
223,200609,20060424,20060430,20060428,13
224,200609,20060424,20060430,20060430,12
225,200609,20060424,20060430,20060427,17
226,200609,20060424,20060430,20060427,15
227,200609,20060424,20060430,20060425,19
228,200609,20060424,20060430,20060428,17
229,200609,20060424,20060430,20060426,14
230,200609,20060424,20060430,20060426,20
231,200609,20060424,20060430,20060428,21
232,200609,20060424,20060430,20060426,10
233,200609,20060424,20060430,20060430,21
234,200609,20060424,20060430,20060425,18
235,200609,20060424,20060430,20060425,11
236,200609,20060424,20060430,20060429,8
237,200609,20060424,20060430,20060429,21
238,200609,20060424,20060430,20060428,11
239,200609,20060424,20060430,20060425,21
240,200609,20060424,20060430,20060424,14
241,200609,20060424,20060430,20060424,9
242,200609,20060424,20060430,20060426,16
243,200609,20060424,20060430,20060428,19
244,200609,20060424,20060430,20060426,11
245,200609,20060424,20060430,20060430,19
246,200609,20060424,20060430,20060429,19
247,200609,20060424,20060430,20060428,15
248,200609,20060424,20060430,20060427,10
249,200609,20060424,20060430,20060427,8
250,200609,20060424,20060430,20060427,18
251,200609,20060424,20060430,20060429,9
252,200609,20060424,20060430,20060424,21
253,200609,20060424,20060430,20060429,11
254,200609,20060424,20060430,20060425,20
255,200609,20060424,20060430,20060429,20
256,200609,20060424,20060430,20060430,9
257,200609,20060424,20060430,20060427,9
258,200609,20060424,20060430,20060427,12
259,200609,20060424,20060430,20060424,19
260,200609,20060424,20060430,20060425,14
261,200609,20060424,20060430,20060430,16
262,200609,20060424,20060430,20060425,16
263,200609,20060424,20060430,20060426,12
264,200609,20060424,20060430,20060424,18
265,200609,20060424,20060430,20060426,18
266,200609,20060424,20060430,20060427,20
267,200609,20060424,20060430,20060429,10
268,200609,20060424,20060430,20060429,17
269,200609,20060424,20060430,20060426,19
270,200609,20060424,20060430,20060429,12
271,200609,20060424,20060430,20060425,9
272,200609,20060424,20060430,20060425,10
273,200609,20060424,20060430,20060427,13
274,200609,20060424,20060430,20060428,20
275,200609,20060424,20060430,20060424,10
276,200609,20060424,20060430,20060430,11
277,200609,20060424,20060430,20060426,9
278,200609,20060424,20060430,20060426,8
279,200609,20060424,20060430,20060425,17
280,200609,20060424,20060430,20060424,13
281,200609,20060424,20060430,20060425,13
282,200609,20060424,20060430,20060426,15
283,200609,20060424,20060430,20060429,13
284,200609,20060424,20060430,20060429,18
285,200609,20060424,20060430,20060428,18
286,200609,20060424,20060430,20060426,17
287,200609,20060424,20060430,20060428,16
288,200609,20060424,20060430,20060430,13
289,200609,20060424,20060430,20060425,8
290,200609,20060424,20060430,20060424,20
291,200609,20060424,20060430,20060427,19
292,200609,20060424,20060430,20060430,20
293,200609,20060424,20060430,20060430,17
294,200610,20060501,20060507,20060504,16
295,200610,20060501,20060507,20060502,9
296,200610,20060501,20060507,20060504,14
297,200610,20060501,20060507,20060504,12
298,200610,20060501,20060507,20060503,14
299,200610,20060501,20060507,20060505,17
300,200610,20060501,20060507,20060505,14
301,200610,20060501,20060507,20060507,14
302,200610,20060501,20060507,20060505,11
303,200610,20060501,20060507,20060503,12
304,200610,20060501,20060507,20060503,8
305,200610,20060501,20060507,20060503,16
306,200610,20060501,20060507,20060503,13
307,200610,20060501,20060507,20060506,14
308,200610,20060501,20060507,20060506,15
309,200610,20060501,20060507,20060506,12
310,200610,20060501,20060507,20060502,20
311,200610,20060501,20060507,20060507,20
312,200610,20060501,20060507,20060504,21
313,200610,20060501,20060507,20060505,21
314,200610,20060501,20060507,20060506,17
315,200610,20060501,20060507,20060505,13
316,200610,20060501,20060507,20060502,12
317,200610,20060501,20060507,20060507,17
318,200610,20060501,20060507,20060504,13
319,200610,20060501,20060507,20060505,12
320,200610,20060501,20060507,20060501,12
321,200610,20060501,20060507,20060506,10
322,200610,20060501,20060507,20060501,21
323,200610,20060501,20060507,20060504,18
324,200610,20060501,20060507,20060502,21
325,200610,20060501,20060507,20060503,19
326,200610,20060501,20060507,20060502,10
327,200610,20060501,20060507,20060501,15
328,200610,20060501,20060507,20060501,13
329,200610,20060501,20060507,20060501,18
330,200610,20060501,20060507,20060505,15
331,200610,20060501,20060507,20060507,9
332,200610,20060501,20060507,20060507,21
333,200610,20060501,20060507,20060505,18
334,200610,20060501,20060507,20060502,14
335,200610,20060501,20060507,20060504,20
336,200610,20060501,20060507,20060507,15
337,200610,20060501,20060507,20060503,17
338,200610,20060501,20060507,20060502,18
339,200610,20060501,20060507,20060505,16
340,200610,20060501,20060507,20060506,11
341,200610,20060501,20060507,20060502,17
342,200610,20060501,20060507,20060507,8
343,200610,20060501,20060507,20060503,9
344,200610,20060501,20060507,20060505,8
345,200610,20060501,20060507,20060502,16
346,200610,20060501,20060507,20060504,11
347,200610,20060501,20060507,20060506,18
348,200610,20060501,20060507,20060507,19
349,200610,20060501,20060507,20060507,16
350,200610,20060501,20060507,20060506,19
351,200610,20060501,20060507,20060502,11
352,200610,20060501,20060507,20060501,14
353,200610,20060501,20060507,20060505,19
354,200610,20060501,20060507,20060507,18
355,200610,20060501,20060507,20060503,21
356,200610,20060501,20060507,20060504,19
357,200610,20060501,20060507,20060501,17
358,200610,20060501,20060507,20060501,11
359,200610,20060501,20060507,20060502,8
360,200610,20060501,20060507,20060501,20
361,200610,20060501,20060507,20060502,13
362,200610,20060501,20060507,20060503,18
363,200610,20060501,20060507,20060501,9
364,200610,20060501,20060507,20060503,11
365,200610,20060501,20060507,20060501,16
366,200610,20060501,20060507,20060503,20
367,200610,20060501,20060507,20060502,19
368,200610,20060501,20060507,20060506,8
369,200610,20060501,20060507,20060506,13
370,200610,20060501,20060507,20060501,8
371,200610,20060501,20060507,20060505,10
372,200610,20060501,20060507,20060506,21
373,200610,20060501,20060507,20060501,10
374,200610,20060501,20060507,20060507,10
375,200610,20060501,20060507,20060504,15
376,200610,20060501,20060507,20060507,12
377,200610,20060501,20060507,20060506,16
378,200610,20060501,20060507,20060504,17
379,200610,20060501,20060507,20060507,13
380,200610,20060501,20060507,20060503,10
381,200610,20060501,20060507,20060505,9
382,200610,20060501,20060507,20060503,15
383,200610,20060501,20060507,20060506,9
384,200610,20060501,20060507,20060505,20
385,200610,20060501,20060507,20060502,15
386,200610,20060501,20060507,20060507,11
387,200610,20060501,20060507,20060504,9
388,200610,20060501,20060507,20060504,8
389,200610,20060501,20060507,20060504,10
390,200610,20060501,20060507,20060506,20
391,200610,20060501,20060507,20060501,19
392,200611,20060508,20060514,20060510,15
393,200611,20060508,20060514,20060512,13
394,200611,20060508,20060514,20060511,16
395,200611,20060508,20060514,20060513,19
396,200611,20060508,20060514,20060508,10
397,200611,20060508,20060514,20060513,12
398,200611,20060508,20060514,20060512,9
399,200611,20060508,20060514,20060513,18
400,200611,20060508,20060514,20060509,14
401,200611,20060508,20060514,20060511,15
402,200611,20060508,20060514,20060509,9
403,200611,20060508,20060514,20060511,13
404,200611,20060508,20060514,20060513,13
405,200611,20060508,20060514,20060514,18
406,200611,20060508,20060514,20060512,21
407,200611,20060508,20060514,20060508,11
408,200611,20060508,20060514,20060509,17
409,200611,20060508,20060514,20060509,11
410,200611,20060508,20060514,20060513,11
411,200611,20060508,20060514,20060513,16
412,200611,20060508,20060514,20060509,20
413,200611,20060508,20060514,20060510,13
414,200611,20060508,20060514,20060511,21
415,200611,20060508,20060514,20060513,10
416,200611,20060508,20060514,20060508,12
417,200611,20060508,20060514,20060510,14
418,200611,20060508,20060514,20060510,16
419,200611,20060508,20060514,20060512,12
420,200611,20060508,20060514,20060512,10
421,200611,20060508,20060514,20060514,8
422,200611,20060508,20060514,20060514,10
423,200611,20060508,20060514,20060509,15
424,200611,20060508,20060514,20060508,14
425,200611,20060508,20060514,20060512,8
426,200611,20060508,20060514,20060512,17
427,200611,20060508,20060514,20060511,14
428,200611,20060508,20060514,20060513,21
429,200611,20060508,20060514,20060508,15
430,200611,20060508,20060514,20060510,21
431,200611,20060508,20060514,20060508,18
432,200611,20060508,20060514,20060514,12
433,200611,20060508,20060514,20060508,8
434,200611,20060508,20060514,20060514,14
435,200611,20060508,20060514,20060511,12
436,200611,20060508,20060514,20060509,19
437,200611,20060508,20060514,20060513,15
438,200611,20060508,20060514,20060513,20
439,200611,20060508,20060514,20060514,11
440,200611,20060508,20060514,20060508,13
441,200611,20060508,20060514,20060513,17
442,200611,20060508,20060514,20060513,14
443,200611,20060508,20060514,20060509,18
444,200611,20060508,20060514,20060509,21
445,200611,20060508,20060514,20060513,8
446,200611,20060508,20060514,20060508,16
447,200611,20060508,20060514,20060508,17
448,200611,20060508,20060514,20060510,18
449,200611,20060508,20060514,20060509,8
450,200611,20060508,20060514,20060514,17
451,200611,20060508,20060514,20060510,8
452,200611,20060508,20060514,20060510,20
453,200611,20060508,20060514,20060514,21
454,200611,20060508,20060514,20060512,11
455,200611,20060508,20060514,20060509,12
456,200611,20060508,20060514,20060512,14
457,200611,20060508,20060514,20060514,19
458,200611,20060508,20060514,20060512,20
459,200611,20060508,20060514,20060510,12
460,200611,20060508,20060514,20060514,13
461,200611,20060508,20060514,20060508,9
462,200611,20060508,20060514,20060512,18
463,200611,20060508,20060514,20060514,9
464,200611,20060508,20060514,20060508,19
465,200611,20060508,20060514,20060514,20
466,200611,20060508,20060514,20060510,9
467,200611,20060508,20060514,20060512,16
468,200611,20060508,20060514,20060510,11
469,200611,20060508,20060514,20060510,17
470,200611,20060508,20060514,20060511,19
471,200611,20060508,20060514,20060509,13
472,200611,20060508,20060514,20060509,10
473,200611,20060508,20060514,20060511,8
474,200611,20060508,20060514,20060512,19
475,200611,20060508,20060514,20060508,21
476,200611,20060508,20060514,20060511,10
477,200611,20060508,20060514,20060511,17
478,200611,20060508,20060514,20060511,9
479,200611,20060508,20060514,20060511,11
480,200611,20060508,20060514,20060510,10
481,200611,20060508,20060514,20060514,16
482,200611,20060508,20060514,20060510,19
483,200611,20060508,20060514,20060513,9
484,200611,20060508,20060514,20060511,18
485,200611,20060508,20060514,20060509,16
486,200611,20060508,20060514,20060514,15
487,200611,20060508,20060514,20060511,20
488,200611,20060508,20060514,20060508,20
489,200611,20060508,20060514,20060512,15
490,200612,20060515,20060521,20060518,14
491,200612,20060515,20060521,20060517,18
492,200612,20060515,20060521,20060518,19
493,200612,20060515,20060521,20060520,15
494,200612,20060515,20060521,20060518,10
495,200612,20060515,20060521,20060517,11
496,200612,20060515,20060521,20060517,10
497,200612,20060515,20060521,20060520,11
498,200612,20060515,20060521,20060518,16
499,200612,20060515,20060521,20060517,16
500,200612,20060515,20060521,20060521,8
501,200612,20060515,20060521,20060518,13
502,200612,20060515,20060521,20060520,12
503,200612,20060515,20060521,20060515,17
504,200612,20060515,20060521,20060521,11
505,200612,20060515,20060521,20060519,14
506,200612,20060515,20060521,20060516,15
507,200612,20060515,20060521,20060521,12
508,200612,20060515,20060521,20060516,11
509,200612,20060515,20060521,20060518,17
510,200612,20060515,20060521,20060516,9
511,200612,20060515,20060521,20060516,14
512,200612,20060515,20060521,20060521,21
513,200612,20060515,20060521,20060517,21
514,200612,20060515,20060521,20060521,14
515,200612,20060515,20060521,20060520,19
516,200612,20060515,20060521,20060521,13
517,200612,20060515,20060521,20060515,21
518,200612,20060515,20060521,20060521,18
519,200612,20060515,20060521,20060515,10
520,200612,20060515,20060521,20060520,13
521,200612,20060515,20060521,20060518,12
522,200612,20060515,20060521,20060519,15
523,200612,20060515,20060521,20060519,19
524,200612,20060515,20060521,20060516,19
525,200612,20060515,20060521,20060519,21
526,200612,20060515,20060521,20060520,16
527,200612,20060515,20060521,20060520,17
528,200612,20060515,20060521,20060515,19
529,200612,20060515,20060521,20060516,12
530,200612,20060515,20060521,20060515,12
531,200612,20060515,20060521,20060521,17
532,200612,20060515,20060521,20060519,13
533,200612,20060515,20060521,20060515,16
534,200612,20060515,20060521,20060520,21
535,200612,20060515,20060521,20060516,8
536,200612,20060515,20060521,20060520,10
537,200612,20060515,20060521,20060515,14
538,200612,20060515,20060521,20060515,18
539,200612,20060515,20060521,20060520,9
540,200612,20060515,20060521,20060520,14
541,200612,20060515,20060521,20060521,15
542,200612,20060515,20060521,20060516,17
543,200612,20060515,20060521,20060519,18
544,200612,20060515,20060521,20060519,8
545,200612,20060515,20060521,20060521,19
546,200612,20060515,20060521,20060517,14
547,200612,20060515,20060521,20060520,18
548,200612,20060515,20060521,20060515,15
549,200612,20060515,20060521,20060518,11
550,200612,20060515,20060521,20060519,12
551,200612,20060515,20060521,20060519,10
552,200612,20060515,20060521,20060518,15
553,200612,20060515,20060521,20060518,20
554,200612,20060515,20060521,20060519,17
555,200612,20060515,20060521,20060519,16
556,200612,20060515,20060521,20060516,10
557,200612,20060515,20060521,20060516,16
558,200612,20060515,20060521,20060516,13
559,200612,20060515,20060521,20060518,21
560,200612,20060515,20060521,20060518,9
561,200612,20060515,20060521,20060518,18
562,200612,20060515,20060521,20060519,20
563,200612,20060515,20060521,20060520,20
564,200612,20060515,20060521,20060517,13
565,200612,20060515,20060521,20060521,20
566,200612,20060515,20060521,20060517,20
567,200612,20060515,20060521,20060519,11
568,200612,20060515,20060521,20060520,8
569,200612,20060515,20060521,20060517,17
570,200612,20060515,20060521,20060516,20
571,200612,20060515,20060521,20060517,19
572,200612,20060515,20060521,20060521,9
573,200612,20060515,20060521,20060517,15
574,200612,20060515,20060521,20060516,21
575,200612,20060515,20060521,20060517,8
576,200612,20060515,20060521,20060515,13
577,200612,20060515,20060521,20060516,18
578,200612,20060515,20060521,20060521,16
579,200612,20060515,20060521,20060515,20
580,200612,20060515,20060521,20060515,9
581,200612,20060515,20060521,20060517,9
582,200612,20060515,20060521,20060518,8
583,200612,20060515,20060521,20060517,12
584,200612,20060515,20060521,20060521,10
585,200612,20060515,20060521,20060519,9
586,200612,20060515,20060521,20060515,8
587,200612,20060515,20060521,20060515,11
588,200613,20060522,20060528,20060522,18
589,200613,20060522,20060528,20060526,16
590,200613,20060522,20060528,20060527,15
591,200613,20060522,20060528,20060522,13
592,200613,20060522,20060528,20060527,10
593,200613,20060522,20060528,20060523,11
594,200613,20060522,20060528,20060524,11
595,200613,20060522,20060528,20060527,9
596,200613,20060522,20060528,20060523,16
597,200613,20060522,20060528,20060525,12
598,200613,20060522,20060528,20060524,15
599,200613,20060522,20060528,20060523,21
600,200613,20060522,20060528,20060528,15
601,200613,20060522,20060528,20060526,11
602,200613,20060522,20060528,20060524,8
603,200613,20060522,20060528,20060524,13
604,200613,20060522,20060528,20060522,21
605,200613,20060522,20060528,20060525,18
606,200613,20060522,20060528,20060523,15
607,200613,20060522,20060528,20060526,15
608,200613,20060522,20060528,20060527,17
609,200613,20060522,20060528,20060523,18
610,200613,20060522,20060528,20060528,19
611,200613,20060522,20060528,20060522,8
612,200613,20060522,20060528,20060526,14
613,200613,20060522,20060528,20060522,10
614,200613,20060522,20060528,20060525,14
615,200613,20060522,20060528,20060526,9
616,200613,20060522,20060528,20060525,20
617,200613,20060522,20060528,20060526,21
618,200613,20060522,20060528,20060526,13
619,200613,20060522,20060528,20060527,19
620,200613,20060522,20060528,20060524,17
621,200613,20060522,20060528,20060526,18
622,200613,20060522,20060528,20060528,9
623,200613,20060522,20060528,20060527,8
624,200613,20060522,20060528,20060527,18
625,200613,20060522,20060528,20060522,12
626,200613,20060522,20060528,20060524,10
627,200613,20060522,20060528,20060527,13
628,200613,20060522,20060528,20060527,12
629,200613,20060522,20060528,20060528,14
630,200613,20060522,20060528,20060524,14
631,200613,20060522,20060528,20060522,11
632,200613,20060522,20060528,20060526,19
633,200613,20060522,20060528,20060522,20
634,200613,20060522,20060528,20060525,13
635,200613,20060522,20060528,20060523,9
636,200613,20060522,20060528,20060524,20
637,200613,20060522,20060528,20060527,14
638,200613,20060522,20060528,20060528,11
639,200613,20060522,20060528,20060523,17
640,200613,20060522,20060528,20060525,17
641,200613,20060522,20060528,20060527,11
642,200613,20060522,20060528,20060525,8
643,200613,20060522,20060528,20060524,9
644,200613,20060522,20060528,20060525,11
645,200613,20060522,20060528,20060525,10
646,200613,20060522,20060528,20060524,18
647,200613,20060522,20060528,20060528,10
648,200613,20060522,20060528,20060527,21
649,200613,20060522,20060528,20060523,19
650,200613,20060522,20060528,20060526,17
651,200613,20060522,20060528,20060528,16
652,200613,20060522,20060528,20060525,15
653,200613,20060522,20060528,20060528,12
654,200613,20060522,20060528,20060528,18
655,200613,20060522,20060528,20060528,21
656,200613,20060522,20060528,20060528,17
657,200613,20060522,20060528,20060526,8
658,200613,20060522,20060528,20060524,16
659,200613,20060522,20060528,20060522,16
660,200613,20060522,20060528,20060525,16
661,200613,20060522,20060528,20060527,16
662,200613,20060522,20060528,20060522,17
663,200613,20060522,20060528,20060526,20
664,200613,20060522,20060528,20060522,14
665,200613,20060522,20060528,20060523,12
666,200613,20060522,20060528,20060522,15
667,200613,20060522,20060528,20060523,14
668,200613,20060522,20060528,20060526,10
669,200613,20060522,20060528,20060526,12
670,200613,20060522,20060528,20060523,8
671,200613,20060522,20060528,20060525,9
672,200613,20060522,20060528,20060528,8
673,200613,20060522,20060528,20060528,20
674,200613,20060522,20060528,20060523,10
675,200613,20060522,20060528,20060524,21
676,200613,20060522,20060528,20060524,12
677,200613,20060522,20060528,20060524,19
678,200613,20060522,20060528,20060528,13
679,200613,20060522,20060528,20060525,19
680,200613,20060522,20060528,20060523,20
681,200613,20060522,20060528,20060525,21
682,200613,20060522,20060528,20060523,13
683,200613,20060522,20060528,20060522,19
684,200613,20060522,20060528,20060527,20
685,200613,20060522,20060528,20060522,9
686,200614,20060529,20060604,20060531,9
687,200614,20060529,20060604,20060603,19
688,200614,20060529,20060604,20060531,16
689,200614,20060529,20060604,20060529,15
690,200614,20060529,20060604,20060601,9
691,200614,20060529,20060604,20060602,12
692,200614,20060529,20060604,20060531,19
693,200614,20060529,20060604,20060531,11
694,200614,20060529,20060604,20060603,14
695,200614,20060529,20060604,20060601,16
696,200614,20060529,20060604,20060603,12
697,200614,20060529,20060604,20060602,16
698,200614,20060529,20060604,20060604,14
699,200614,20060529,20060604,20060601,12
700,200614,20060529,20060604,20060603,11
701,200614,20060529,20060604,20060603,16
702,200614,20060529,20060604,20060604,18
703,200614,20060529,20060604,20060529,13
704,200614,20060529,20060604,20060603,21
705,200614,20060529,20060604,20060530,18
706,200614,20060529,20060604,20060530,9
707,200614,20060529,20060604,20060604,8
708,200614,20060529,20060604,20060531,15
709,200614,20060529,20060604,20060602,11
710,200614,20060529,20060604,20060602,10
711,200614,20060529,20060604,20060530,15
712,200614,20060529,20060604,20060530,12
713,200614,20060529,20060604,20060603,10
714,200614,20060529,20060604,20060603,17
715,200614,20060529,20060604,20060529,8
716,200614,20060529,20060604,20060601,11
717,200614,20060529,20060604,20060529,16
718,200614,20060529,20060604,20060604,15
719,200614,20060529,20060604,20060530,16
720,200614,20060529,20060604,20060604,11
721,200614,20060529,20060604,20060602,9
722,200614,20060529,20060604,20060602,15
723,200614,20060529,20060604,20060604,21
724,200614,20060529,20060604,20060531,20
725,200614,20060529,20060604,20060530,10
726,200614,20060529,20060604,20060604,17
727,200614,20060529,20060604,20060603,8
728,200614,20060529,20060604,20060601,13
729,200614,20060529,20060604,20060531,17
730,200614,20060529,20060604,20060604,13
731,200614,20060529,20060604,20060601,20
732,200614,20060529,20060604,20060601,14
